Nice name, ID, Level, X, Z
"Ferret",5411,0,2607,3260
"Monk",4246,0,2608,3209
"Brother Cedric",4245,0,2614,3259
"Torrell",2677,0,2617,3227
"Monk",4246,0,2618,3209
"Tool Leprechaun",0,0,2619,3221
"Monk",4246,1,2595,3210
"Crab",1553,0,3236,2778
"Monkey",24,0,3243,2812
"Rug Merchant",1322,0,3243,2813
"Saradominist recruiter",8644,0,3141,3472
"Zamorakian recruiter",10732,0,3143,3470
"Meredith",10733,0,3143,3472
"Guard",6708,0,3145,3508
"Guard",6708,0,3148,3477
"James",5885,0,3170,3461
"Guard",6708,0,3176,3508
"Guard",6708,0,3180,3474
"Clerk",10759,0,3181,3471
"Abigaila",8368,0,3185,3516
"Guard",6708,0,3193,3489
"Relobo Blinyo (logs)",5451,0,3152,3489
"Bob Barter (herbs)",5449,0,3156,3481
"Hofuthand (weapons and armour)",5452,0,3156,3498
"Banker",1633,0,3163,3489
"Financial Wizard",6528,0,3163,3490
"Grand Exchange Clerk",2149,0,3164,3488
"Grand Exchange Clerk",2151,0,3164,3491
"Brugsen Bursen",2152,0,3165,3477
"Grand Exchange Clerk",2148,0,3165,3488
"Grand Exchange Clerk",2150,0,3165,3491
"Banker",1634,0,3166,3489
"Banker",3089,0,3166,3490
"Murky Matt (runes)",5450,0,3173,3481
"Farid Morrisane (ores and bars)",3115,0,3173,3498
"Snake",2845,0,2881,3157
"Snake",2845,0,2889,3146
"Man",3110,0,2889,3173
"Shop keeper",2825,0,2902,3146
"Shop assistant",2826,0,2902,3150
"Jack",6543,0,2904,3178
"Jeff",6545,0,2906,3172
"Jill",6544,0,2907,3174
"Dallas Jones",7325,0,2920,3143
"Fishing spot",1521,0,2923,3179
"Fishing spot",1522,0,2923,3180
"Fishing spot",1521,0,2924,3181
"Zambo",3205,0,2925,3143
"Fishing spot",1522,0,2925,3181
"Fishing spot",1522,0,2926,3179
"Fishing spot",1521,0,2926,3180
"Luthas",3647,0,2939,3154
"Soldier",6886,0,1538,3556
"Soldier",6884,0,1538,3558
"Soldier",6883,0,1538,3560
"Soldier",6889,0,1538,3562
"Soldier",6892,0,1538,3564
"Soldier",6894,0,1538,3566
"Soldier",6885,0,1540,3556
"Soldier",6883,0,1540,3558
"Soldier",6887,0,1540,3560
"Soldier",6891,0,1540,3562
"Soldier",6890,0,1540,3564
"Soldier",6893,0,1540,3566
"Soldier",6884,0,1542,3556
"Soldier",6885,0,1542,3560
"Soldier",6894,0,1542,3562
"Soldier",6892,0,1542,3564
"Soldier",6891,0,1542,3566
"General Babacus",6866,0,1543,3531
"Soldier",6888,0,1544,3556
"Soldier",6888,0,1544,3558
"Soldier",6886,0,1544,3560
"Soldier",6893,0,1544,3562
"Soldier",6893,0,1544,3564
"Soldier",6889,0,1544,3566
"General Kilian",6867,0,1545,3534
"Soldier",6886,0,1546,3556
"Soldier",6884,0,1546,3558
"Soldier",6885,0,1546,3560
"Soldier",6891,0,1546,3562
"Soldier",6891,0,1546,3564
"Soldier",6890,0,1546,3566
"Soldier",6883,0,1548,3556
"Soldier",6887,0,1548,3558
"Soldier",6884,0,1548,3560
"Soldier",6889,0,1548,3562
"Soldier",6890,0,1548,3564
"Soldier",6894,0,1548,3566
"Soldier",6885,0,1550,3556
"Soldier",6883,0,1550,3558
"Soldier",6888,0,1550,3560
"Soldier",6890,0,1550,3562
"Soldier",6892,0,1550,3564
"Soldier",6891,0,1550,3566
"General Salara",6865,0,1551,3528
"Drill Sergeant",6882,0,1551,3554
"Soldier",6884,0,1552,3556
"Soldier",6886,0,1552,3558
"Soldier",6884,0,1552,3560
"Soldier",6894,0,1552,3562
"Soldier",6894,0,1552,3564
"Soldier",6889,0,1552,3566
"Soldier",6888,0,1554,3556
"Soldier",6885,0,1554,3558
"Soldier",6883,0,1554,3560
"Soldier",6891,0,1554,3562
"Soldier",6893,0,1554,3564
"Soldier",6890,0,1554,3566
"Soldier",6885,0,1556,3556
"Soldier",6884,0,1556,3558
"Soldier",6886,0,1556,3560
"Soldier",6894,0,1556,3562
"Soldier",6891,0,1556,3564
"Soldier",6892,0,1556,3566
"Soldier",6887,0,1558,3556
"Soldier",6888,0,1558,3558
"Soldier",6885,0,1558,3560
"Soldier",6890,0,1558,3562
"Soldier",6889,0,1558,3564
"Soldier",6893,0,1558,3566
"Soldier",6883,0,1560,3556
"Soldier",6886,0,1560,3558
"Soldier",6888,0,1560,3560
"Soldier",6892,0,1560,3562
"Soldier",6890,0,1560,3564
"Soldier",6891,0,1560,3566
"Soldier",6884,0,1562,3556
"Soldier",6883,0,1562,3558
"Soldier",6887,0,1562,3560
"Soldier",6893,0,1562,3562
"Soldier",6894,0,1562,3564
"Soldier",6889,0,1562,3566
"Soldier",6888,0,1564,3556
"Soldier",6885,0,1564,3558
"Soldier",6883,0,1564,3560
"Soldier",6891,0,1564,3562
"Soldier",6891,0,1564,3564
"Soldier",6890,0,1564,3566
"Nurse Boubou",6875,0,1573,3582
"Rod Fishing spot",7463,0,1581,3563
"Rod Fishing spot",7463,0,1584,3566
"Rod Fishing spot",7463,0,1586,3566
"Martin Holt",7998,1,1560,3533
"Duck",10547,0,2188,2840
"Duck",10546,0,2194,2835
"Duck",10546,0,2197,2848
"Zimberfizz",10530,0,2208,2858
"Nomad",10555,0,2212,2857
"",10527,0,2215,2860
"Moss giant",2092,0,2222,2817
"Moss giant",2090,0,2223,2821
"Moss giant",2093,0,2226,2819
"Moss giant",2092,0,2230,2821
"Moss giant",2093,0,2232,2816
"Myre Blamish Snail",2649,0,3421,3291
"Myre Blamish Snail",2649,0,3423,3299
"Ochre Blamish Snail",2646,0,3425,3278
"Myre Blamish Snail",2634,0,3425,3317
"Ochre Blamish Snail",2651,0,3426,3275
"Ochre Blamish Snail",2646,0,3426,3277
"Myre Blamish Snail",2649,0,3426,3308
"Myre Blamish Snail",2634,0,3427,3319
"Myre Blamish Snail",2649,0,3429,3299
"Myre Blamish Snail",2634,0,3430,3291
"Bark Blamish Snail",2648,0,3430,3310
"Bark Blamish Snail",2648,0,3430,3311
"Ochre Blamish Snail",2651,0,3431,3309
"Myre Blamish Snail",2649,0,3432,3287
"Myre Blamish Snail",2634,0,3434,3286
"Fishing spot",2655,0,3437,3272
"Myre Blamish Snail",2649,0,3437,3302
"Myre Blamish Snail",2649,0,3438,3290
"Myre Blamish Snail",2634,0,3438,3294
"Myre Blamish Snail",2649,0,3438,3311
"Ochre Blamish Snail",2646,0,3438,3312
"Fishing spot",2655,0,3439,3276
"Bark Blamish Snail",2648,0,3439,3312
"Fishing spot",2655,0,3440,3271
"Fishing spot",2655,0,3440,3280
"Fishing spot",2655,0,3443,3272
"Myre Blamish Snail",2634,0,3443,3306
"Fishing spot",2655,0,3445,3274
"Ochre Blamish Snail",2646,0,3445,3284
"Myre Blamish Snail",2634,0,3445,3286
"Ochre Blamish Snail",2651,0,3447,3267
"Ochre Blamish Snail",2646,0,3447,3269
"Myre Blamish Snail",2649,0,3447,3284
"Myre Blamish Snail",2649,0,3447,3286
"Bark Blamish Snail",2648,0,3448,3268
"Myre Blamish Snail",2649,0,3448,3300
"Bark Blamish Snail",2648,0,3450,3308
"Myre Blamish Snail",2634,0,3451,3291
"Myre Blamish Snail",2634,0,3451,3309
"Ochre Blamish Snail",2651,0,3452,3307
"Ochre Blamish Snail",2646,0,3452,3308
"Myre Blamish Snail",2649,0,3454,3309
"Ogre",2095,0,2568,2991
"Ogre",2095,0,2574,2988
"Ogre",2095,0,2584,2967
"Ogre",2095,0,2585,2977
"Ogre",2095,0,2592,2965
"Swamp toad",1473,0,2595,2964
"Swamp toad",1473,0,2595,2968
"Swamp toad",1473,0,2596,2962
"Swamp toad",1473,0,2596,2970
"Swamp toad",1473,0,2599,2962
"Swamp toad",1473,0,2599,2970
"Wolf",106,0,2602,2955
"Swamp toad",1473,0,2602,2969
"Swamp toad",1473,0,2603,2966
"Wolf",106,0,2605,2963
"Wolf",106,0,2607,2967
"Ogre",2095,0,2608,2980
"Ogre",2095,0,2609,2990
"Wolf",106,0,2610,2958
"Wolf",106,0,2610,2961
"Wolf",106,0,2610,2965
"Ogre",2095,0,2614,2998
"Ogre chieftain",4362,0,2615,2987
"Gull",281,0,3677,3179
"Seagull",9609,0,3683,3186
"Safalaan Hallow",5050,0,3684,3182
"Veliaf Hurtz",9518,0,3685,3181
"Kael Forshaw",8281,0,3686,3186
"Veliaf Hurtz",9519,0,3689,3182
"Radigad Ponfit",8284,0,3690,3189
"Ivan Strom",5047,0,3696,3181
"Vertida Sefalatis",8282,0,3697,3186
"Safalaan Hallow",5059,0,3704,3192
"Polmafi Ferdygris",8289,0,3705,3182
"Vanescula Drakan",8291,0,3705,3189
"Gull",281,0,3706,3171
"Safalaan Hallow",5058,0,3706,3188
"Safalaan Hallow",5060,0,3707,3186
"Veliaf Hurtz",9520,0,3707,3188
"Vanescula Drakan",8292,0,3708,3187
"Fishing spot",6488,0,2182,3067
"Zul-Onan",2038,0,2189,3069
"High Priestess Zul-Harcinqa",1616,0,2192,3055
"Zul-Aniel",2039,0,2194,3059
"Zul-Areth",2040,0,2197,3061
"Zul-Urgish",2034,0,2199,3055
"Fishing spot",6488,0,2199,3066
"Zul-Gutusolly",2036,0,2201,3048
"Zul-Cheray",2035,0,2204,3050
"Sacrifice",2037,0,2210,3056
"Priestess Zul-Gwenwynig",2124,0,2212,3057
"Jaraah",3344,0,3358,3276
"Charmed Warrior",5985,0,3359,3304
"A'abla",3341,0,3362,3273
"Entrance Guardian",5978,0,3363,3304
"Flying Book",5976,0,3364,3308
"Charmed Warrior",5988,0,3364,3311
"Flying Book",5975,0,3367,3304
"Sabreen",3342,0,3368,3278
"Zahwa",3345,0,3372,3279
"Surgeon General Tafani",3343,0,3373,3272
"Hamid",3352,0,3375,3285
"Fadli",3340,0,3383,3269
"Rewards Guardian",5984,1,3362,3318
"Charmed Warrior",5987,1,3363,3307
"Charmed Warrior",5986,1,3364,3311
"Flying Book",5976,1,3365,3318
"Fishing spot",4476,0,3471,3199
"Fishing spot",4476,0,3472,3196
"Fishing spot",4476,0,3474,3193
"Fishing spot",4476,0,3476,3191
"Fishing spot",4476,0,3479,3189
"Fishing spot",4476,0,3482,3186
"Fishing spot",4476,0,3484,3185
"Fishing spot",4476,0,3486,3184
"Fishing spot",4476,0,3489,3184
"Fishing spot",4476,0,3490,3183
"Fishing spot",4476,0,3492,3181
"Fishing spot",4476,0,3494,3178
"Strong Ronny",9410,1,3784,9793
"Sister Naoj",9406,1,3798,9817
"Greater demon",2025,1,3804,9829
"Greater demon",2029,1,3805,9825
"Greater demon",2026,1,3810,9825
"Greater demon",2028,1,3811,9830
"Bat",2827,0,1670,3797
"Loinur",7231,0,1670,3834
"Enoch",7041,0,1712,3829
"Bat",2827,0,1718,3824
"Novice",7055,1,1687,3784
"Novice",7055,1,1687,3803
"Novice",7055,1,1709,3783
"Mofina",7054,2,1692,3793
"Mori",7375,2,1706,3799
"Commander Zilyana",2205,0,2897,5269
"Saradomin priest",2209,0,2910,5265
"Spiritual mage",2212,0,2910,5267
"Gorak",3141,0,2911,5270
"Spiritual warrior",2210,0,2913,5267
"Spiritual ranger",2211,0,2915,5267
"Saradomin priest",2209,0,2915,5272
"Werewolf",3135,0,2916,5269
"Icefiend",3140,0,2917,5274
"Knight of Saradomin",2213,0,2918,5271
"Spiritual mage",2212,1,2916,5288
"Knight of Saradomin",2214,1,2917,5284
"Feral Vampyre",3137,1,2918,5280
"Saradomin priest",2209,1,2918,5282
"Spiritual warrior",2210,1,2918,5286
"Knight of Saradomin",2213,1,2918,5293
"Spiritual ranger",2211,1,2919,5289
"Werewolf",3136,1,2919,5293
"Spiritual warrior",2210,1,2919,5296
"Spiritual warrior",2210,1,2920,5281
"Spiritual mage",2212,1,2921,5277
"Spiritual ranger",2211,1,2921,5285
"Spiritual warrior",2210,1,2921,5290
"Saradomin priest",2209,1,2921,5294
"Feral Vampyre",3137,1,2922,5283
"Knight of Saradomin",2214,1,2923,5289
"Spiritual mage",2212,1,2924,5286
"Spiritual warrior",2210,2,2880,5290
"Spiritual warrior",2210,2,2880,5307
"Spiritual ranger",2211,2,2881,5281
"Spiritual warrior",2210,2,2881,5284
"Saradomin priest",2209,2,2881,5286
"Spiritual mage",2212,2,2881,5292
"Spiritual warrior",2210,2,2882,5294
"Spiritual ranger",2211,2,2883,5285
"Knight of Saradomin",2213,2,2883,5287
"Spiritual ranger",2211,2,2883,5297
"Spiritual mage",2212,2,2883,5303
"Saradomin priest",2209,2,2883,5308
"Spiritual warrior",2210,2,2883,5310
"Werewolf",3136,2,2884,5295
"Spiritual warrior",2210,2,2885,5305
"Saradomin priest",2209,2,2886,5283
"Spiritual warrior",2210,2,2886,5288
"Knight of Saradomin",2214,2,2886,5291
"Knight of Saradomin",2214,2,2886,5301
"Spiritual warrior",2210,2,2886,5311
"Spiritual mage",2212,2,2887,5311
"Spiritual warrior",2210,2,2888,5281
"Saradomin priest",2209,2,2888,5290
"Spiritual ranger",2211,2,2888,5295
"Spiritual ranger",2211,2,2888,5300
"Spiritual mage",2212,2,2890,5283
"Saradomin priest",2209,2,2890,5304
"Werewolf",3135,2,2891,5285
"Spiritual ranger",2211,2,2891,5287
"Knight of Saradomin",2213,2,2891,5292
"Knight of Saradomin",2214,2,2891,5297
"Spiritual ranger",2211,2,2891,5309
"Hellhound",3133,2,2892,5302
"Knight of Saradomin",2213,2,2894,5298
"Spiritual warrior",2210,2,2896,5292
"Spiritual ranger",2211,2,2896,5297
"Spiritual ranger",2211,2,2896,5303
"Spiritual mage",2212,2,2897,5287
"Spiritual warrior",2210,2,2897,5311
"Spiritual mage",2212,2,2898,5307
"Spiritual warrior",2210,2,2898,5311
"Knight of Saradomin",2214,2,2899,5287
"Saradomin priest",2209,2,2899,5295
"Knight of Saradomin",2213,2,2899,5304
"Spiritual warrior",2210,2,2900,5284
"Saradomin priest",2209,2,2902,5300
"Spiritual mage",2212,2,2903,5292
"Spiritual warrior",2210,2,2904,5299
"Spiritual mage",2212,2,2905,5302
"Spiritual warrior",2210,2,2907,5290
"Knight of Saradomin",2214,2,2907,5301
"Saradomin priest",2209,2,2908,5299
"Werewolf",3136,2,2909,5297
"Spiritual warrior",2210,2,2910,5296
"Spiritual ranger",2211,2,2910,5299
"Jardric",8107,0,3582,3973
"Dallas Jones",7495,0,3583,3974
"Grail Maiden",4056,0,2631,4677
"Grail Maiden",4056,0,2631,4687
"Grail Maiden",4056,0,2632,4682
"Peasant",4061,0,2637,4722
"Grail Maiden",4056,0,2638,4680
"Grail Maiden",4056,0,2638,4690
"Grail Maiden",4056,0,2641,4686
"Peasant",4061,0,2648,4718
"Peasant",4061,0,2649,4703
"Sheep",2693,0,2650,4711
"Sheep",2693,0,2652,4714
"Sheep",2787,0,2653,4706
"Sheep",2698,0,2653,4709
"Sheep",2696,0,2653,4713
"Ram",1262,0,2653,4716
"Sheep",2786,0,2656,4714
"Ram",1264,0,2657,4705
"Sheep",2698,0,2657,4707
"Sheep",2697,0,2657,4710
"Ram",1263,0,2658,4713
"Sheep",2693,0,2659,4707
"Sheep",2699,0,2659,4714
"Peasant",4061,0,2660,4721
"Peasant",4061,0,2661,4698
"Duck",1839,0,2662,4683
"Duck",1839,0,2662,4685
"Duck",1838,0,2662,4686
"Duck",1839,0,2663,4686
"Ducklings",2002,0,2663,4687
"Duck",1839,0,2664,4681
"Duck",1838,0,2664,4682
"Duck",1839,0,2665,4684
"Duck",1839,0,2666,4679
"Duck",1839,0,2666,4682
"Duck",1839,0,2666,4686
"Duck",1838,0,2666,4687
"Duck",1839,0,2667,4677
"Ducklings",2002,0,2667,4678
"Duck",1838,0,2668,4678
"Duck",1839,0,2668,4679
"Duck",1838,0,2668,4682
"Duck",1839,0,2668,4687
"Duck",1838,0,2668,4688
"Rod Fishing spot",1512,0,2668,4710
"Duck",1839,0,2669,4684
"Ducklings",2002,0,2669,4685
"Duck",1839,0,2670,4679
"Duck",1839,0,2670,4681
"Duck",1838,0,2670,4682
"Duck",1839,0,2670,4688
"Rod Fishing spot",1512,0,2673,4708
"Rod Fishing spot",1512,0,2679,4702
"King Percival",4058,1,2634,4688
"Ent",6594,0,3299,3586
"Ent",6594,0,3301,3597
"Ent",6594,0,3305,3614
"Ent",6594,0,3306,3631
"Giant spider",3017,0,3200,3238
"Goblin",3032,0,3202,3253
"Sheep",2694,0,3202,3262
"Giant spider",3017,0,3203,3239
"Sheep",2693,0,3204,3259
"Sheep",2699,0,3204,3261
"Rat",2854,0,3205,3203
"Rat",2854,0,3205,3204
"Rat",2854,0,3205,3209
"Rat",2854,0,3206,3202
"Rat",2854,0,3206,3204
"Rat",2854,0,3206,3209
"Goblin",3031,0,3206,3252
"Li'l lamb",1176,0,3206,3260
"Rat",2854,0,3207,3202
"Rat",2854,0,3207,3203
"Man",3106,0,3207,3227
"Hans",3105,0,3207,3233
"Sheep",2693,0,3207,3260
"Guard",6709,0,3208,3234
"Lamb",1177,0,3208,3260
"Guard",6709,0,3209,3204
"Cook",4626,0,3209,3215
"Shop keeper",2813,0,3209,3247
"Ram",1263,0,3209,3259
"Sheep",2699,0,3210,3262
"Gypsy",6257,0,3211,3225
"Shop assistant",2814,0,3212,3247
"Larry",1980,0,3212,3263
"Man",3106,0,3216,3219
"Donie",921,0,3216,3254
"Woman",3111,0,3217,3205
"Imp",5007,0,3217,3226
"Man",3108,0,3217,3236
"Magic combat tutor",3218,0,3217,3238
"Ranged combat tutor",3217,0,3218,3239
"Gee",6816,0,3219,3230
"Melee combat tutor",3216,0,3219,3238
"Man",3108,0,3221,3219
"Guard",6709,0,3221,3222
"Guard",6709,0,3221,3238
"Rat",2854,0,3222,3215
"Perdu",7458,0,3223,3220
"Man",3106,0,3223,3240
"Goblin",3030,0,3224,3262
"Leagues Tutor",317,0,3225,3213
"Smithing apprentice",3224,0,3227,3253
"Veos",8632,0,3228,3242
"Woodsman tutor",3226,0,3228,3245
"Rat",2854,0,3229,3223
"Iron Man tutor",311,0,3229,3228
"Arthur the Clue Hunter",8665,0,3229,3236
"Man",6818,0,3229,3238
"Perdu",7457,0,3230,3215
"Man",3106,0,3231,3207
"Bob",10619,0,3232,3203
"Doomsayer",119,0,3232,3223
"Rat",2854,0,3232,3229
"Guard",6709,0,3232,3231
"Adventurer Jon",9245,0,3232,3235
"Bartender",7546,0,3232,3241
"Hatius Cosaintus",5523,0,3234,3214
"Woman",3111,0,3235,3206
"Man",3107,0,3235,3219
"Donie",921,0,3235,3225
"Duck",1838,0,3235,3259
"Man",3108,0,3236,3201
"Woman",3112,0,3236,3203
"Guard",6709,0,3236,3217
"Rat",2854,0,3236,3222
"Account security tutor",9504,0,3238,3200
"Lumbridge Guide",306,0,3238,3220
"Duck",1839,0,3238,3238
"Ducklings",2002,0,3238,3239
"Duck",1838,0,3238,3244
"Duck",1839,0,3238,3246
"Ducklings",2002,0,3238,3247
"Rod Fishing spot",1527,0,3238,3252
"Duck",1839,0,3239,3235
"Rod Fishing spot",1527,0,3239,3241
"Giant spider",3017,0,3239,3256
"Duck",1838,0,3241,3230
"Duck",1838,0,3241,3234
"Giant spider",3017,0,3241,3241
"Goblin",3029,0,3241,3244
"Giant spider",3017,0,3241,3249
"Goblin",3033,0,3241,3251
"Goblin",3033,0,3242,3242
"Nigel",6093,0,3243,3201
"Prayer tutor",3223,0,3243,3214
"Duck",1838,0,3243,3228
"Giant spider",3017,0,3243,3236
"Father Aereck",2812,0,3244,3206
"Woman",3113,0,3244,3211
"Barfy Bill",1326,0,3244,3237
"Goblin",3032,0,3244,3245
"Goblin",3029,0,3244,3247
"Goblin",3029,0,3244,3251
"Giant spider",3017,0,3245,3232
"Gee",6816,0,3245,3261
"Goblin",3032,0,3246,3235
"Goblin",3029,0,3246,3236
"Goblin",3029,0,3246,3241
"Goblin",3033,0,3246,3244
"Goblin",3031,0,3246,3245
"Duck",1838,0,3247,3221
"Giant spider",3017,0,3247,3236
"Goblin",3031,0,3247,3240
"Goblin",3032,0,3247,3245
"Goblin",3032,0,3247,3247
"Gelin",6487,0,3248,3201
"Duck",1838,0,3248,3220
"Goblin",3031,0,3248,3229
"Goblin",3033,0,3248,3241
"Goblin",3029,0,3249,3243
"Goblin",3032,0,3249,3252
"Goblin",3029,0,3249,3256
"Goblin",3034,0,3250,3227
"Goblin",3029,0,3250,3228
"Goblin",3030,0,3250,3238
"Goblin",3032,0,3250,3256
"Goblin",3034,0,3251,3243
"Goblin",3031,0,3251,3252
"Goblin",3032,0,3252,3228
"Goblin",3034,0,3252,3246
"Goblin",3031,0,3253,3234
"Goblin",3034,0,3253,3241
"Goblin",3033,0,3253,3250
"Butterfly",236,0,3254,3230
"Cow",2793,0,3254,3255
"Cow",2791,0,3254,3258
"Cow",2790,0,3254,3262
"Goblin",3033,0,3255,3222
"Goblin",3033,0,3255,3245
"Goblin",3029,0,3255,3247
"Goblin",3031,0,3255,3249
"Goblin",3032,0,3255,3252
"Goblin",3031,0,3256,3226
"Goblin",3034,0,3258,3220
"Goblin",3033,0,3258,3228
"Goblin",3031,0,3258,3245
"Goblin",3030,0,3258,3249
"Cow",2790,0,3258,3260
"Duck",1838,0,3259,3212
"Goblin",3029,0,3259,3223
"Goblin",3033,0,3259,3230
"Goblin",3032,0,3260,3229
"Goblin",3034,0,3260,3233
"Goblin",3035,0,3260,3237
"Goblin",3036,0,3260,3240
"Cow",2791,0,3261,3259
"Goblin",3032,0,3262,3218
"Goblin",3029,0,3263,3220
"Goblin",3033,0,3263,3228
"Goblin",3029,0,3263,3243
"Guard",6709,1,3206,3218
"Man",3106,1,3206,3219
"Man",3108,1,3209,3215
"Sigmund",6288,1,3209,3219
"Crafting tutor",3220,1,3210,3212
"Abigaila",8368,1,3210,3249
"Woman",3111,1,3211,3213
"Duke Horacio",815,1,3212,3220
"Guard",6709,2,3206,3219
"Banker tutor",3227,2,3208,3222
"Financial Wizard",6520,2,3209,3222
"Guard",6709,2,3228,3219
"Undead one",5344,0,2886,9293
"Undead one",5343,0,2886,9294
"Undead one",5346,0,2887,9312
"Undead one",5349,0,2892,9312
"Undead one",5351,0,2897,9321
"Undead one",5350,0,2897,9322
"Undead one",5345,0,2917,9304
"Undead one",5342,0,2917,9305
"Undead one",5349,0,2924,9292
"Undead one",5350,0,2930,9294
"Undead one",5343,0,2931,9317
"Undead one",5347,0,2933,9283
"Undead one",5351,0,2933,9294
"Undead one",5349,0,2934,9285
"Undead one",5350,0,2934,9309
"Undead one",5351,0,2934,9317
"Undead one",5348,0,2937,9299
"Undead one",5349,0,2937,9301
"TzHaar-Ket",2187,0,2436,5122
"TzHaar-Xil",2171,0,2436,5171
"TzHaar-Xil",2172,0,2437,5128
"TzHaar-Xil",2172,0,2438,5123
"TzHaar-Mej-Jal",2180,0,2438,5169
"TzHaar-Ket",2178,0,2439,5133
"TzHaar-Xil",2171,0,2440,5141
"TzHaar-Xil",2171,0,2441,5138
"TzHaar-Ket",2178,0,2443,5145
"TzHaar-Ket",2177,0,2445,5169
"TzHaar-Ket-Zuh",7677,0,2445,5180
"TzHaar-Ket",2177,0,2447,5143
"TzHaar-Ket",2187,0,2450,5121
"TzHaar-Xil",2171,0,2450,5147
"TzHaar-Xil",2170,0,2451,5167
"TzHaar-Hur",2163,0,2452,5123
"TzHaar-Ket",2179,0,2452,5151
"TzHaar-Mej",7652,0,2454,5133
"TzHaar-Mej",2160,0,2455,5122
"TzHaar-Hur",2163,0,2455,5139
"TzHaar-Xil",2170,0,2455,5154
"TzHaar-Ket",2187,0,2457,5121
"TzHaar-Ket",2179,0,2457,5129
"TzHaar-Xil",2169,0,2457,5158
"TzHaar-Hur",2164,0,2458,5124
"TzHaar-Hur",2164,0,2458,5126
"TzHaar-Ket",2178,0,2459,5161
"TzHaar-Xil",2170,0,2460,5162
"TzHaar-Mej",2158,0,2461,5142
"TzHaar-Mej-Roh",2185,0,2462,5125
"TzHaar-Hur",2164,0,2462,5141
"TzHaar-Hur-Lek",2184,0,2464,5149
"TzHaar-Ket",2178,0,2464,5162
"TzHaar-Ket",2179,0,2467,5142
"TzHaar-Hur",2165,0,2469,5146
"TzHaar-Xil",2169,0,2470,5165
"TzHaar-Xil",2168,0,2471,5123
"TzHaar-Ket",7679,0,2472,5121
"TzHaar-Xil",2171,0,2472,5125
"TzHaar-Ket",2186,0,2472,5139
"TzHaar-Hur",2165,0,2472,5143
"TzHaar-Ket",2179,0,2472,5166
"TzHaar-Mej",2159,0,2473,5129
"TzHaar-Ket",2179,0,2473,5147
"TzHaar-Ket",7679,0,2474,5127
"TzHaar-Mej",2160,0,2475,5122
"TzHaar-Ket",2186,0,2475,5140
"TzHaar-Hur",2166,0,2475,5153
"TzHaar-Ket",7679,0,2476,5133
"TzHaar-Ket",7679,0,2477,5125
"TzHaar-Ket",7679,0,2478,5131
"TzHaar-Hur-Tel",2183,0,2478,5146
"TzHaar-Hur",2166,0,2479,5129
"TzHaar-Xil",2170,0,2479,5166
"TzHaar-Ket",2179,0,2479,5168
"TzHaar-Xil",2168,0,2480,5132
"TzHaar-Xil",2167,0,2480,5134
"TzHaar-Mej",2155,0,2480,5154
"TzHaar-Hur",2163,0,2481,5137
"TzHaar-Ket",2179,0,2482,5154
"TzHaar-Ket",2178,0,2482,5159
"TzHaar-Ket",7679,0,2483,5136
"TzHaar-Hur",2166,0,2484,5157
"TzHaar-Hur",2162,0,2485,5134
"TzHaar-Hur",2161,0,2485,5140
"TzHaar-Mej",2160,0,2486,5136
"TzHaar-Ket",2174,0,2487,5138
"TzHaar-Xil",2169,0,2487,5171
"TzHaar-Hur",2166,0,2488,5156
"TzHaar-Ket",7679,0,2489,5139
"TzHaar-Ket",7679,0,2489,5143
"TzHaar-Xil",2170,0,2490,5175
"TzHaar-Mej",2154,0,2491,5157
"TzHaar-Hur",2166,0,2491,5159
"TzHaar-Ket",2178,0,2491,5173
"TzHaar-Xil",2170,0,2492,5139
"TzHaar-Ket",2187,0,2492,5173
"TzHaar-Ket",2187,0,2492,5176
"TzHaar-Ket",7679,0,2493,5142
"TzHaar-Hur",2166,0,2493,5155
"TzHaar-Ket",2187,0,2493,5156
"TzHaar-Ket",2187,0,2493,5159
"Dark wizard",512,0,2976,3570
"Dark wizard",512,0,2977,3565
"Dark wizard",512,0,2980,3575
"Dark wizard",510,0,2981,3562
"Dark wizard",512,0,2984,3568
"Dark wizard",512,0,2985,3575
"Dark wizard",510,0,2987,3569
"Dark wizard",510,0,2988,3563
"Monkey Zombie",5281,0,2752,9144
"Spider",5238,0,2761,9094
"Spider",5238,0,2761,9120
"Spider",5238,0,2761,9144
"Monkey Zombie",5281,0,2763,9118
"Spider",5238,0,2764,9103
"Monkey Zombie",5281,0,2764,9133
"Monkey Zombie",5281,0,2765,9113
"Spider",5238,0,2766,9133
"Spider",5238,0,2768,9111
"Monkey Zombie",5281,0,2769,9094
"Monkey Zombie",5281,0,2772,9110
"Monkey Zombie",5281,0,2774,9093
"Monkey Zombie",5281,0,2777,9144
"Monkey Zombie",5281,0,2779,9119
"Monkey Zombie",5281,0,2779,9129
"Monkey Zombie",5281,0,2781,9092
"Spider",5238,0,2781,9140
"Spider",5238,0,2784,9093
"Spider",5238,0,2788,9102
"Monkey Zombie",5281,0,2788,9103
"Spider",5238,0,2793,9117
"Monkey Zombie",5281,0,2793,9129
"Spider",5238,0,2793,9130
"Monkey Zombie",5281,0,2794,9117
"Spider",5238,0,2798,9138
"Spider",5238,0,2799,9099
"Monkey Zombie",5281,0,2799,9112
"Monkey Zombie",5281,0,2801,9097
"Bunkwicket",7189,0,2803,9148
"Zooknock",7193,0,2804,9145
"Waymottin",7191,0,2805,9147
"Monkey Zombie",5281,0,2807,9131
